,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,YEAR
47515,03,Specialist FFS,THORACIC SURGEON,W,1006,2020
47516,03,Specialist FFS,TRANSFU,F,985,2020
47517,03,Specialist FFS,UROGYN,W,2546,2020
47518,03,Specialist FFS,UROGYNECOLOGY,F,4898,2020
47519,03,Specialist FFS,UROGYNECOLOGY,O,686,2020
47520,03,Specialist FFS,UROLOGY,B,6364,2020
47521,03,Specialist FFS,UROLOGY,CA,78525,2020
47522,03,Specialist FFS,UROLOGY,F,422204,2020
47523,03,Specialist FFS,UROLOGY,O,50591,2020
47524,03,Specialist FFS,UROLOGY,S,342,2020
47525,03,Specialist FFS,UROLOGY,W,38376,2020
47526,03,Specialist FFS,INTERNAL RADIOLOGY,F,4752,2020
47527,03,Specialist FFS,VASCULAR SURGEON,B,1430,2020
47528,03,Specialist FFS,VASCULAR SURGEON,CA,15257,2020
47529,03,Specialist FFS,VASCULAR SURGEON,F,747270,2020
47530,03,Specialist FFS,VASCULAR SURGEON,O,9503,2020
47531,03,Specialist FFS,VASCULAR SURGEON,W,13753,2020
47532,03,Specialist FFS,OTHER SPECIALITY,S,1137,2020
47533,03,Specialist FFS,WOUND CARE SPECIAL,F,2624,2020
47534,04,Ancillary FFS,UNKNOWN,F,71092,2020
47535,04,Ancillary FFS,UNKNOWN,O,63099,2020
47536,04,Ancillary FFS,OTHER SPECIALITY,CO,908219,2020
47537,04,Ancillary FFS,OTHER SPECIALITY,W,288,2020
47538,04,Ancillary FFS,ADVANCED REGISTERED NURSE PRACTICE,UN,614,2020
47539,04,Ancillary FFS,NURSE PRACTICE,B,498,2020
47540,04,Ancillary FFS,ADVANCED RN PRACT,CA,10582,2020
47541,04,Ancillary FFS,ALLERGY IMMUNIZATION,F,799,2020
47542,04,Ancillary FFS,ALLERGY IMMUNIZATION,O,2652,2020
47543,04,Ancillary FFS,ALLERGY IMMUNIZATION,CA,1076,2020
47544,04,Ancillary FFS,AMBULANCE,CA,359923,2020
47545,04,Ancillary FFS,AMBULANCE,F,724261,2020
47546,04,Ancillary FFS,AMBULANCE,H,448943,2020
47547,04,Ancillary FFS,AMBULANCE,O,140936,2020
47548,04,Ancillary FFS,AMBULANCE,S,11109,2020
47549,04,Ancillary FFS,AMBULANCE,W,63990,2020
47550,04,Ancillary FFS,EMERGENCY LAND,S,18104,2020
47551,04,Ancillary FFS,AMBULANCE,B,7374,2020
47552,04,Ancillary FFS,AMBULANCE SURGICAL CENTER,W,282,2020
47553,04,Ancillary FFS,OTHER SPECIALITY,CO,1142,2020
47554,04,Ancillary FFS,AMBULANCE TRANSFU SERVICE,UN,25572,2020
47555,04,Ancillary FFS,ANALYTICAL LABS,W,0,2020
47556,04,Ancillary FFS,ANATOMIC AND CLINICAL PATHOLOG,F,2091,2020
47557,04,Ancillary FFS,ANESTHESIA,CO,23113,2020
47558,04,Ancillary FFS,ANESTHESIA,H,17568,2020
47559,04,Ancillary FFS,ANESTHESIA,CA,223,2020
47560,04,Ancillary FFS,ANESTHESIA,F,427,2020
47561,04,Ancillary FFS,ANESTHESIA,UN,224,2020
47562,04,Ancillary FFS,ANESTHESIA,W,1501,2020
47563,04,Ancillary FFS,ARNP,CA,4041,2020
47564,04,Ancillary FFS,AUDIOLOGIST,UN,0,2020
47565,04,Ancillary FFS,CARDIAC,F,1400,2020
47566,04,Ancillary FFS,CARDIAC,O,164,2020
47567,04,Ancillary FFS,CARDIAC,W,534,2020
47568,04,Ancillary FFS,CARDIAC,CA,11317,2020
47569,04,Ancillary FFS,CARDIAC,CO,32078,2020
47570,04,Ancillary FFS,CARDIAC,F,45026,2020
47571,04,Ancillary FFS,CARDIAC,O,4203,2020
47572,04,Ancillary FFS,CARDIAC,UN,6975,2020
47573,04,Ancillary FFS,CARDIAC,W,15906,2020
47574,04,Ancillary FFS,CARDIAC,B,382,2020
47575,04,Ancillary FFS,CARDIAC,O,449,2020
47576,04,Ancillary FFS,CARDIAC,CA,18454,2020
47577,04,Ancillary FFS,CARE MANAGEMENT,CA,0,2020
47578,04,Ancillary FFS,CHADP,W,2349,2020
47579,04,Ancillary FFS,CHIROPRACTIC,CO,246,2020
47580,04,Ancillary FFS,CHIROPRACTIC,UN,0,2020
47581,04,Ancillary FFS,LABORATORY,UL,338,2020
47582,04,Ancillary FFS,CLINICAL SOCIAL WORK,CA,0,2020
47583,04,Ancillary FFS,CLINLB,W,4336,2020
47584,04,Ancillary FFS,COLON RECTAL SURGEON,UN,0,2020
47585,04,Ancillary FFS,COMMUNITY MENTAL HEALTH CENTER,W,10887,2020
47586,04,Ancillary FFS,CRITICAL CARE,W,1570,2020
47587,04,Ancillary FFS,CRITICAL CARE,CO,2886,2020
47588,04,Ancillary FFS,CRITICAL CARE,UN,0,2020
47589,04,Ancillary FFS,OTHER SPECIALITY,W,27260,2020
47590,04,Ancillary FFS,DEFAULT,F,25522,2020
47591,04,Ancillary FFS,DEFAULT,O,3600,2020
47592,04,Ancillary FFS,DERMAPATHOLOGY,CA,295,2020
47593,04,Ancillary FFS,DERMAPATHOLOGY,CO,7737,2020
47594,04,Ancillary FFS,DERMAPATHOLOGY,F,6065,2020
47595,04,Ancillary FFS,DERMAPATHOLOGY,O,2235,2020
47596,04,Ancillary FFS,DERMAPATHOLOGY,S,491,2020
47597,04,Ancillary FFS,DERMAPATHOLOGY,UN,541,2020
47598,04,Ancillary FFS,DERMAPATHOLOGY,W,1715,2020
47599,04,Ancillary FFS,DERMAPATHOLOGY,F,2877,2020
47600,04,Ancillary FFS,DERMAPATHOLOGY,O,481,2020
47601,04,Ancillary FFS,DIAG X RAY CLINIC,H,9309,2020
47602,04,Ancillary FFS,RADIOLOGY,CA,1065,2020
47603,04,Ancillary FFS,DIAL,CO,30415,2020
47604,04,Ancillary FFS,DIALYSIS,B,10008,2020
47605,04,Ancillary FFS,DIALYSIS,CA,209179,2020
47606,04,Ancillary FFS,DIALYSIS,S,28108,2020
47607,04,Ancillary FFS,DIALYSIS,W,238819,2020
47608,04,Ancillary FFS,OTHER SPECIALITY,S,9000,2020
47609,04,Ancillary FFS,DISEASE MANAGEMENT,CA,720,2020
47610,04,Ancillary FFS,MEDICAL SUPPLIER DME,S,9493,2020
47611,04,Ancillary FFS,DOCTOR OF PSYCHIATRIC,UN,1279,2020
47612,04,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,B,14878,2020
47613,04,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,CA,505506,2020
47614,04,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,CO,96257,2020
47615,04,Ancillary FFS,DURABLE MEDICAL EQUIPMENT,W,272913,2020
47616,04,Ancillary FFS,DURABLE MEDICAL SUPPLY,UN,46341,2020
47617,04,Ancillary FFS,OTHER SPECIALITY,UN,986,2020
47618,04,Ancillary FFS,EMERGENCY MEDICAL,F,23341,2020
47619,04,Ancillary FFS,EMERGENCY MEDICAL,UN,268,2020
47620,04,Ancillary FFS,OTHER SPECIALITY,CO,22739,2020
47621,04,Ancillary FFS,OTHER SPECIALITY,S,59,2020
47622,04,Ancillary FFS,EMERGENCY ROOM,CA,361,2020
47623,04,Ancillary FFS,EMERGENCY ROOM,W,5100,2020
47624,04,Ancillary FFS,ENDOCRINOLOGY,CA,5367,2020
47625,04,Ancillary FFS,ENDOCRINOLOGY,CO,662,2020
47626,04,Ancillary FFS,ENDOCRINOLOGY,F,26357,2020
47627,04,Ancillary FFS,ENDOCRINOLOGY,O,4822,2020
47628,04,Ancillary FFS,ENT,F,309,2020
47629,04,Ancillary FFS,ENT,W,444,2020
47630,04,Ancillary FFS,ENT,UN,0,2020
47631,04,Ancillary FFS,FAMILY PRACTICE,CA,1490,2020
47632,04,Ancillary FFS,FAMILY PRACTICE,B,7004,2020
47633,04,Ancillary FFS,FAMILY PRACTICE,CA,34972,2020
47634,04,Ancillary FFS,FAMILY PRACTICE,CO,18473,2020
47635,04,Ancillary FFS,FAMILY PRACTICE,F,69933,2020
47636,04,Ancillary FFS,FAMILY PRACTICE,O,10757,2020
47637,04,Ancillary FFS,FAMILY PRACTICE,UN,19609,2020
47638,04,Ancillary FFS,FAMILY PRACTICE,W,9253,2020
47639,04,Ancillary FFS,FAMILY PRACTICE,S,1034,2020
47640,04,Ancillary FFS,GASTROENTEROLOGY,B,186,2020
47641,04,Ancillary FFS,GASTROENTEROLOGY,CA,16256,2020
47642,04,Ancillary FFS,GASTROENTEROLOGY,CO,4724,2020
47643,04,Ancillary FFS,GASTROENTEROLOGY,F,11180,2020
47644,04,Ancillary FFS,GASTROENTEROLOGY,O,4549,2020
47645,04,Ancillary FFS,GASTROENTEROLOGY,UN,847,2020
47646,04,Ancillary FFS,GASTROENTEROLOGY,W,4195,2020
47647,04,Ancillary FFS,GENERAL PRACTICE,B,860,2020
47648,04,Ancillary FFS,GENERAL PRACTICE,CA,2944,2020
47649,04,Ancillary FFS,GENERAL PRACTICE,F,176491,2020
47650,04,Ancillary FFS,GENERAL PRACTICE,O,5239,2020
47651,04,Ancillary FFS,GENERAL PRACTICE,S,991,2020
47652,04,Ancillary FFS,GENERAL PRACTICE,UN,1513,2020
47653,04,Ancillary FFS,GENERAL PRACTICE,W,4092,2020
47654,04,Ancillary FFS,GENERAL SURGEON,B,1667,2020
47655,04,Ancillary FFS,GENERAL SURGEON,CA,2765,2020
47656,04,Ancillary FFS,GENERAL SURGEON,F,15610,2020
47657,04,Ancillary FFS,GENERAL SURGEON,O,464,2020
47658,04,Ancillary FFS,GENERAL SURGEON,UN,168,2020
47659,04,Ancillary FFS,GENERAL SURGEON,W,635,2020
47660,04,Ancillary FFS,GERIATRIC,UN,0,2020
47661,04,Ancillary FFS,GERIATRIC,W,626,2020
47662,04,Ancillary FFS,GYM,UL,596,2020
47663,04,Ancillary FFS,ONCOLOGIC,F,251,2020
47664,04,Ancillary FFS,HAPC,W,619,2020
47665,04,Ancillary FFS,HDM,W,5479,2020
47666,04,Ancillary FFS,OTHER SPECIALITY,CO,3472,2020
47667,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,B,1026,2020
47668,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CA,1459,2020
47669,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CO,91947,2020
47670,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,F,12841,2020
47671,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,O,1250,2020
47672,04,Ancillary FFS,OTHER SPECIALITY,W,26191,2020
47673,04,Ancillary FFS,HINF,W,22276,2020
47674,04,Ancillary FFS,HOME DELIVERED MEALS,S,123,2020
47675,04,Ancillary FFS,HOME HEALTH AGENCY,F,1670854,2020
47676,04,Ancillary FFS,HOME HEALTH AGENCY,O,145314,2020
47677,04,Ancillary FFS,HOME HEALTH AGENCY,B,2832,2020
47678,04,Ancillary FFS,HOME HEALTH AGENCY,W,246903,2020
47679,04,Ancillary FFS,HOME HEALTH CARE,CA,0,2020
47680,04,Ancillary FFS,HOME HEALTH CARE,UN,59316,2020
47681,04,Ancillary FFS,HOME HEALTH AGENCY,CO,17975,2020
47682,04,Ancillary FFS,HOME HEALTH,H,373288,2020
47683,04,Ancillary FFS,HOS ANCILLARY,F,1227,2020
47684,04,Ancillary FFS,HOSPICE,CA,3983,2020
47685,04,Ancillary FFS,HOSPICE,F,3095,2020
47686,04,Ancillary FFS,HOSPICE,W,1181642,2020
47687,04,Ancillary FFS,HOSPICE ACUTE CARE,B,0,2020
47688,04,Ancillary FFS,HOSPICE,UN,3066,2020
47689,04,Ancillary FFS,HOSPICE,W,696,2020
47690,04,Ancillary FFS,INDEPENDENT LAB,F,532239,2020
47691,04,Ancillary FFS,INDEPENDENT LAB,H,59842,2020
47692,04,Ancillary FFS,INDEPENDENT LAB,O,118316,2020
47693,04,Ancillary FFS,INFECTIOUS DISEASE,F,8184,2020
47694,04,Ancillary FFS,INFECTIOUS DISEASE,B,0,2020
47695,04,Ancillary FFS,INFECTIOUS DISEASE,CA,3142,2020
47696,04,Ancillary FFS,INFECTIOUS DISEASE,CO,4209,2020
47697,04,Ancillary FFS,INFECTIOUS DISEASE,W,270,2020
47698,04,Ancillary FFS,INFUSION CARE,W,8741,2020
47699,04,Ancillary FFS,INTERNAL MEDICAL,B,5383,2020
47700,04,Ancillary FFS,INTERNAL MEDICAL,CA,21174,2020
47701,04,Ancillary FFS,INTERNAL MEDICAL,CO,60987,2020
47702,04,Ancillary FFS,INTERNAL MEDICAL,F,158071,2020
47703,04,Ancillary FFS,INTERNAL MEDICAL,O,10039,2020
47704,04,Ancillary FFS,INTERNAL MEDICAL,S,2073,2020
47705,04,Ancillary FFS,INTERNAL MEDICAL,UN,4632,2020
47706,04,Ancillary FFS,INTERNAL MEDICAL,W,9682,2020
47707,04,Ancillary FFS,CARDIAC,CA,2845,2020
47708,04,Ancillary FFS,CARDIAC,F,8629,2020
47709,04,Ancillary FFS,CARDIAC,O,743,2020
47710,04,Ancillary FFS,CARDIAC,W,1602,2020
47711,04,Ancillary FFS,RADIOLOGY,F,445,2020
47712,04,Ancillary FFS,LABORATORY,CA,510725,2020
47713,04,Ancillary FFS,LABORATORY,CO,2431,2020
47714,04,Ancillary FFS,LABORATORY,S,15517,2020
47715,04,Ancillary FFS,LABORATORY,UN,294813,2020
47716,04,Ancillary FFS,LABORATORY,W,128982,2020
47717,04,Ancillary FFS,LABORATORY,CO,23587,2020
47718,04,Ancillary FFS,CLINICAL,B,7501,2020
47719,04,Ancillary FFS,LICENSED CLIN SOC WO,CA,0,2020
47720,04,Ancillary FFS,OTHER SPECIALITY,CA,539,2020
47721,04,Ancillary FFS,LONG TERM CARE HOSP,CO,4167,2020
47722,04,Ancillary FFS,MEDICAL DOCTOR,H,149758,2020
47723,04,Ancillary FFS,MEDICAL SUPPLIER DME,F,1275225,2020
47724,04,Ancillary FFS,MEDICAL SUPPLIER DME,O,228878,2020
47725,04,Ancillary FFS,MEDICAL SUPPLY COMPANY WITHOUT ORTHOPAEDIC AND PROS,B,2420,2020
47726,04,Ancillary FFS,MENTAL HEALTH,CO,11373,2020
47727,04,Ancillary FFS,MENTAL HEALTH,CO,4540,2020
47728,04,Ancillary FFS,MOBIL,W,982,2020
47729,04,Ancillary FFS,DIAGNOSTIC,CA,2069,2020
47730,04,Ancillary FFS,NEPHROLOGY,B,1458,2020
47731,04,Ancillary FFS,NEPHROLOGY,CA,20196,2020
47732,04,Ancillary FFS,NEPHROLOGY,CO,4279,2020
47733,04,Ancillary FFS,NEPHROLOGY,F,87750,2020
47734,04,Ancillary FFS,NEPHROLOGY,O,16109,2020
47735,04,Ancillary FFS,NEPHROLOGY,S,5764,2020
47736,04,Ancillary FFS,NEPHROLOGY,UN,3855,2020
47737,04,Ancillary FFS,NEPHROLOGY,W,17264,2020
47738,04,Ancillary FFS,NEUROLOGICAL,CA,0,2020
47739,04,Ancillary FFS,NEUROLOGICAL,B,434,2020
47740,04,Ancillary FFS,NEUROLOGICAL,CA,16671,2020
47741,04,Ancillary FFS,NEUROLOGICAL,CO,5790,2020
47742,04,Ancillary FFS,NEUROLOGICAL,F,6688,2020
47743,04,Ancillary FFS,NEUROLOGICAL,O,2312,2020
47744,04,Ancillary FFS,NEUROLOGICAL,UN,2849,2020
47745,04,Ancillary FFS,NEUROLOGICAL,W,6134,2020
47746,04,Ancillary FFS,NEUROLOGICAL,O,389,2020
47747,04,Ancillary FFS,NEUROLOGICAL,CO,18736,2020
47748,04,Ancillary FFS,NEUROLOGICAL,F,2009,2020
47749,04,Ancillary FFS,NEUROLOGICAL,UN,0,2020
47750,04,Ancillary FFS,OTHER SPECIALITY,CO,1312,2020
47751,04,Ancillary FFS,NOTPROVIDED,B,10306,2020
47752,04,Ancillary FFS,NURPRC,W,1073,2020
47753,04,Ancillary FFS,NURSE PRACTICE,CA,615,2020
47754,04,Ancillary FFS,NURSE PRACTICE,CO,23416,2020
47755,04,Ancillary FFS,NURSE PRACTICE,UN,3178,2020
47756,04,Ancillary FFS,NURSE PRACTICE,H,15534,2020
47757,04,Ancillary FFS,OBSTETRICS GYNECOLOGIC,CA,542,2020
47758,04,Ancillary FFS,OBSTETRICS GYNECOLOGIC,CO,4738,2020
47759,04,Ancillary FFS,OBSTETRICS GYNECOLOGIC,B,218,2020
47760,04,Ancillary FFS,OBSTETRICS GYNECOLOGIC,UN,0,2020
47761,04,Ancillary FFS,OCCTHY,W,0,2020
47762,04,Ancillary FFS,OCCUPATIONAL THERAPEUTIC,CA,0,2020
47763,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,CA,626,2020
47764,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,F,2251,2020
47765,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,O,652,2020
47766,04,Ancillary FFS,HEMATOLOGY ONCOLOGIC,UN,-3391,2020
47767,04,Ancillary FFS,OPHTHALMOLOGY,CO,51,2020
47768,04,Ancillary FFS,OPTHALMOLOGY,UN,-4398,2020
47769,04,Ancillary FFS,OPTHALMOLOGY,UN,0,2020
47770,04,Ancillary FFS,OPTOMETRIST,CO,146,2020
47771,04,Ancillary FFS,OPTOMETRIST,UN,0,2020
47772,04,Ancillary FFS,ORTHOPAEDIC SURGEON,CA,618,2020
47773,04,Ancillary FFS,ORTHOPAEDIC SURGEON,F,5908,2020
47774,04,Ancillary FFS,ORTHOPAEDIC SURGEON,O,2700,2020
47775,04,Ancillary FFS,ORTHOPAEDIC SURGEON,UN,923,2020
47776,04,Ancillary FFS,ORTHOPAEDIC SURGEON,W,452,2020
47777,04,Ancillary FFS,ORTHOPAEDIC SURGEON,CO,18949,2020
47778,04,Ancillary FFS,ORTHOPAEDIC,CA,31245,2020
47779,04,Ancillary FFS,ORTHOPAEDIC,W,28428,2020
47780,04,Ancillary FFS,OSTEOMANIPULATIVE,H,21704,2020
47781,04,Ancillary FFS,OTHER,CA,0,2020
47782,04,Ancillary FFS,OTHER,UN,759,2020
47783,04,Ancillary FFS,OTHER,H,39698,2020
47784,04,Ancillary FFS,OTHERS,F,2130,2020
47785,04,Ancillary FFS,OTHERS,O,0,2020
47786,04,Ancillary FFS,OTOLARYNGOLOGY,CO,280,2020
47787,04,Ancillary FFS,OTHER SPECIALITY,B,214,2020
47788,04,Ancillary FFS,PAIN MANAGEMENT,B,0,2020
47789,04,Ancillary FFS,PAIN MANAGEMENT,CA,20036,2020
47790,04,Ancillary FFS,PAIN MANAGEMENT,F,41246,2020
47791,04,Ancillary FFS,PAIN MANAGEMENT,O,4265,2020
47792,04,Ancillary FFS,PAIN MANAGEMENT,UN,5906,2020
47793,04,Ancillary FFS,PAIN MANAGEMENT,W,10218,2020
47794,04,Ancillary FFS,PATHOLOG,CA,8084,2020
47795,04,Ancillary FFS,PATHOLOG,CO,2011,2020
47796,04,Ancillary FFS,PATHOLOG,F,16914,2020
47797,04,Ancillary FFS,PATHOLOG,O,2656,2020
47798,04,Ancillary FFS,PATHOLOG,UN,4830,2020
47799,04,Ancillary FFS,PATHOLOG,W,14364,2020
47800,04,Ancillary FFS,PEDIATRIC,F,2793,2020
47801,04,Ancillary FFS,PEDIATRIC,UN,-71,2020
47802,04,Ancillary FFS,PERS,W,13823,2020
47803,04,Ancillary FFS,OTHER SPECIALITY,CO,3095,2020
47804,04,Ancillary FFS,PHARMACIES,B,13350,2020
47805,04,Ancillary FFS,PHARMACIES INFUSION THERAPEUTIC,B,123866,2020
47806,04,Ancillary FFS,PHYS MEDICAL REHAB,F,36626,2020
47807,04,Ancillary FFS,PHYS MEDICAL REHAB,O,12352,2020
47808,04,Ancillary FFS,PHYSICAL MEDICAL REHAB,CA,9065,2020
47809,04,Ancillary FFS,PHYSICAL MEDICAL REHABILITATION,W,2789,2020
47810,04,Ancillary FFS,OTHER SPECIALITY,CO,4269,2020
47811,04,Ancillary FFS,PHYSICAL THERAPEUTIC,H,406,2020
47812,04,Ancillary FFS,PHYSICAL THERAPEUTIC,UN,18380,2020
47813,04,Ancillary FFS,PHYSICAL THERAPEUTIC,W,650,2020
47814,04,Ancillary FFS,PHYSICAL MEDICAL REHAB,CO,7969,2020
47815,04,Ancillary FFS,PHYSICAL ASSISTANT,CO,5856,2020
47816,04,Ancillary FFS,PHYSICAL ASSISTANT,H,5127,2020
47817,04,Ancillary FFS,PHYSICAL ASSISTANT,CA,478,2020
47818,04,Ancillary FFS,INTERNAL MEDICAL,UL,0,2020
47819,04,Ancillary FFS,PHYSIO LAB,W,3523,2020
47820,04,Ancillary FFS,PODIATRIST,H,14796,2020
47821,04,Ancillary FFS,PODIATRIST,CA,478,2020
47822,04,Ancillary FFS,PODIATRIST,CO,3520,2020
47823,04,Ancillary FFS,PODIATRIST,F,1158,2020
47824,04,Ancillary FFS,PODIATRIST,O,305,2020
47825,04,Ancillary FFS,PODIATRIST,UN,2347,2020
47826,04,Ancillary FFS,PODIATRIST,W,329,2020
47827,04,Ancillary FFS,PREVENTIVE MEDICAL,F,1721,2020
47828,04,Ancillary FFS,PREVENTIVE MEDICAL,O,720,2020
47829,04,Ancillary FFS,ORTHOPAEDIC,F,693414,2020
47830,04,Ancillary FFS,ORTHOPAEDIC,O,60446,2020
47831,04,Ancillary FFS,ORTHOPAEDIC PROSTHETIC,B,15489,2020
47832,04,Ancillary FFS,PSYCA,W,821,2020
47833,04,Ancillary FFS,HOSPICE,W,2839,2020
47834,04,Ancillary FFS,PSYCHIATRIC,B,2789,2020
47835,04,Ancillary FFS,PSYCHIATRIC,CA,215,2020
47836,04,Ancillary FFS,PSYCHIATRIC,W,17635,2020
47837,04,Ancillary FFS,PSYCHIATRIC,H,12124,2020
47838,04,Ancillary FFS,PSYCHIATRIC,S,1138,2020
47839,04,Ancillary FFS,PSYCHIATRIC,UN,402,2020
47840,04,Ancillary FFS,PSYCHIATRIC,W,1643,2020
47841,04,Ancillary FFS,PULMONARY DISEASE,F,20565,2020
47842,04,Ancillary FFS,PULMONARY DISEASE,O,1103,2020
47843,04,Ancillary FFS,PULMONARY DISEASE,CA,3887,2020
47844,04,Ancillary FFS,PULMONARY DISEASE,W,4439,2020
47845,04,Ancillary FFS,PULMONARY,B,149,2020
47846,04,Ancillary FFS,CRITICAL CARE,CO,4226,2020
47847,04,Ancillary FFS,PULMONARY DISEASE,UN,1412,2020
47848,04,Ancillary FFS,ONCOLOGIC,F,11308,2020
47849,04,Ancillary FFS,RADIATION THERAPEUTIC,CO,15978,2020
47850,04,Ancillary FFS,RADIOLOGY,CA,386,2020
47851,04,Ancillary FFS,RADIOLOGY,CO,51549,2020
47852,04,Ancillary FFS,RADIOLOGY,F,9146,2020
47853,04,Ancillary FFS,RADIOLOGY,O,1253,2020
47854,04,Ancillary FFS,RADIOLOGY,UN,1058,2020
47855,04,Ancillary FFS,RADIOLOGY,W,520,2020
47856,04,Ancillary FFS,RADIOLOGY,UN,50,2020
47857,04,Ancillary FFS,RADIOLOGY,CO,5609,2020
47858,04,Ancillary FFS,RADIOLOGY IMAGING PROVIDER,F,17707,2020
47859,04,Ancillary FFS,RADIOLOGY,UN,2639,2020
47860,04,Ancillary FFS,CERTIFICATION REGISTERED NURSE ANESTHESIA,H,1473,2020
47861,04,Ancillary FFS,REHABILITATION FACILITY,W,1844,2020
47862,04,Ancillary FFS,RENAL DIALYSIS FACILITY,F,2297402,2020
47863,04,Ancillary FFS,RENAL DIALYSIS FACILITY,O,170574,2020
47864,04,Ancillary FFS,RESTPY,W,946,2020
47865,04,Ancillary FFS,RHEUMATOLOGY,CA,2470,2020
47866,04,Ancillary FFS,RHEUMATOLOGY,CO,1857,2020
47867,04,Ancillary FFS,RHEUMATOLOGY,F,1372,2020
47868,04,Ancillary FFS,RHEUMATOLOGY,O,3377,2020
47869,04,Ancillary FFS,RHEUMATOLOGY,UN,595,2020
47870,04,Ancillary FFS,RHEUMATOLOGY,W,2029,2020
47871,04,Ancillary FFS,SKILLED NURSING FACILITY,CA,14289,2020
47872,04,Ancillary FFS,SKILLED NURSING FACILITY,W,338171,2020
47873,04,Ancillary FFS,SLEEP CENTER,CA,8756,2020
47874,04,Ancillary FFS,SLEEP CENTER,W,6362,2020
47875,04,Ancillary FFS,SLEEP CENTER,CO,1575,2020
47876,04,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,F,32397,2020
47877,04,Ancillary FFS,SLEEP DIAGNOSTIC FACILITY,O,5854,2020
47878,04,Ancillary FFS,SLEEP MEDICAL,F,531,2020
47879,04,Ancillary FFS,SLEEP CENTER,B,333,2020
47880,04,Ancillary FFS,SOCIAL WORKER,H,866,2020
47881,04,Ancillary FFS,SOCIAL WORKER,UN,0,2020
47882,04,Ancillary FFS,SPECIAL SERVICE,H,397099,2020
47883,04,Ancillary FFS,PHARMACIES,B,19614,2020
47884,04,Ancillary FFS,SPORTS MEDICAL,CA,247,2020
47885,04,Ancillary FFS,SUBST,W,50154,2020
47886,04,Ancillary FFS,GENERAL SURGEON,CO,23460,2020
47887,04,Ancillary FFS,PLASTIC SURGEON,UN,0,2020
47888,04,Ancillary FFS,THORACIC SURGEON,UN,0,2020
47889,04,Ancillary FFS,VASCULAR SURGEON,UN,269,2020
47890,04,Ancillary FFS,ONCOLOGIC,F,2630,2020
47891,04,Ancillary FFS,SURGICAL ASSISTANT EMPLOYER,B,17,2020
47892,04,Ancillary FFS,THORACIC SURGEON,O,1431,2020
47893,04,Ancillary FFS,TRANSFU HEPATITIS,CO,25325,2020
47894,04,Ancillary FFS,TRANSFU HEPATITIS,S,1103,2020
47895,04,Ancillary FFS,URGENT CARE CENTER,B,1286,2020
47896,04,Ancillary FFS,URGENT CARE CENTER,CA,32368,2020
47897,04,Ancillary FFS,URGENT CARE CENTER,F,1549,2020
47898,04,Ancillary FFS,URGENT CARE CENTER,O,1712,2020
47899,04,Ancillary FFS,URGENT CARE CENTER,S,2105,2020
47900,04,Ancillary FFS,URGENT CARE CENTER,W,12838,2020
47901,04,Ancillary FFS,URGENT CARE FACILITY,UN,7853,2020
47902,04,Ancillary FFS,URGENT CARE MEDICAL,O,1065,2020
47903,04,Ancillary FFS,UROLOGY,B,1135,2020
47904,04,Ancillary FFS,UROLOGY,CA,2055,2020
47905,04,Ancillary FFS,UROLOGY,CO,3992,2020
47906,04,Ancillary FFS,UROLOGY,F,37761,2020
47907,04,Ancillary FFS,UROLOGY,O,4088,2020
47908,04,Ancillary FFS,UROLOGY,UN,0,2020
47909,04,Ancillary FFS,UROLOGY,W,1376,2020
47910,04,Ancillary FFS,VASCULAR SURGEON,CO,202,2020
47911,04,Ancillary FFS,VASCULAR SURGEON,F,2260,2020
47912,04,Ancillary FFS,VASCULAR SURGEON,W,464,2020
47913,04,Ancillary FFS,VISION,F,271170,2020
47914,04,Ancillary FFS,VISION,O,5694,2020
47915,04,Ancillary FFS,WOUND,W,12044,2020
47916,04,Ancillary FFS,WOUND CARE SPECIAL,F,83039,2020
47917,04,Ancillary FFS,WOUND CARE SPECIAL,O,11325,2020
47918,04,Ancillary FFS,WOUNDCARE,CA,20745,2020
47919,04,ASC Services,AMBULANCE SURGEON CENTER,B,9134,2020
47920,04,ASC Services,AMBULANCE SURGICAL CENTER,CA,81143,2020
47921,04,ASC Services,AMBULANCE SURGICAL CENTER,F,113981,2020
47922,04,ASC Services,AMBULANCE SURGICAL CENTER,W,23856,2020
47923,04,ASC Services,AMBULANCE SURGICAL CENTERS,UN,52793,2020
47924,04,ASC Services,ANESTHESIA,H,12113,2020
47925,04,ASC Services,ANESTHESIA,B,2445,2020
47926,04,ASC Services,ANESTHESIA,CA,15683,2020
47927,04,ASC Services,ANESTHESIA,F,31102,2020
47928,04,ASC Services,ANESTHESIA,O,3273,2020
